Timestamp,High,Low,Close
2026-01-02 18:51:00-05:00,48349,48327,48341
2026-01-02 18:52:00-05:00,48356,48343,48344
2026-01-02 18:53:00-05:00,48353,48336,48336
2026-01-02 18:54:00-05:00,48356,48339,48349
2026-01-02 18:55:00-05:00,48385,48346,48380
2026-01-02 18:56:00-05:00,48387,48366,48369
2026-01-02 18:57:00-05:00,48378,48367,48376
2026-01-02 18:58:00-05:00,48377,48360,48372
2026-01-02 18:59:00-05:00,48378,48365,48377
2026-01-02 19:00:00-05:00,48400,48396,48398
2026-01-02 19:01:00-05:00,48420,48398,48417
2026-01-02 19:02:00-05:00,48418,48393,48393
2026-01-02 19:03:00-05:00,48403,48383,48391
2026-01-02 19:04:00-05:00,48407,48391,48407
2026-01-02 19:05:00-05:00,48431,48407,48428
2026-01-02 19:06:00-05:00,48465,48427,48457
2026-01-02 19:07:00-05:00,48463,48447,48456
2026-01-02 19:08:00-05:00,48474,48456,48465
2026-01-02 19:09:00-05:00,48467,48452,48457
2026-01-02 19:10:00-05:00,48469,48457,48460
2026-01-02 19:11:00-05:00,48461,48445,48451
2026-01-02 19:12:00-05:00,48488,48449,48488
2026-01-02 19:13:00-05:00,48522,48489,48516
2026-01-02 19:14:00-05:00,48542,48519,48526
2026-01-02 19:15:00-05:00,48543,48523,48533
2026-01-02 19:16:00-05:00,48549,48524,48527
2026-01-02 19:17:00-05:00,48541,48515,48531
2026-01-02 19:18:00-05:00,48538,48528,48531
2026-01-02 19:19:00-05:00,48541,48518,48518
2026-01-02 19:20:00-05:00,48530,48516,48522
2026-01-02 19:21:00-05:00,48530,48509,48513
2026-01-02 19:22:00-05:00,48551,48513,48542
2026-01-02 19:23:00-05:00,48551,48539,48549
2026-01-02 19:24:00-05:00,48557,48545,48552
2026-01-02 19:25:00-05:00,48570,48548,48569
2026-01-02 19:26:00-05:00,48585,48567,48575
2026-01-02 19:27:00-05:00,48580,48561,48574
2026-01-02 19:28:00-05:00,48577,48566,48571
2026-01-02 19:29:00-05:00,48573,48556,48563
2026-01-02 19:30:00-05:00,48578,48560,48578
2026-01-02 19:31:00-05:00,48597,48574,48586
2026-01-02 19:32:00-05:00,48604,48582,48604
2026-01-02 19:33:00-05:00,48609,48595,48603
2026-01-02 19:34:00-05:00,48606,48593,48603
2026-01-02 19:35:00-05:00,48626,48601,48619
2026-01-02 19:36:00-05:00,48620,48600,48608
2026-01-02 19:37:00-05:00,48630,48605,48621
2026-01-02 19:38:00-05:00,48628,48615,48619
2026-01-02 19:39:00-05:00,48633,48619,48633
2026-01-02 19:40:00-05:00,48637,48619,48624
2026-01-02 19:41:00-05:00,48643,48623,48634
2026-01-02 19:42:00-05:00,48639,48628,48636
2026-01-02 19:43:00-05:00,48640,48625,48626
2026-01-02 19:44:00-05:00,48651,48626,48647
2026-01-02 19:45:00-05:00,48651,48627,48629
2026-01-02 19:46:00-05:00,48638,48627,48631
2026-01-02 19:47:00-05:00,48635,48617,48631
2026-01-02 19:48:00-05:00,48639,48626,48635
2026-01-02 19:49:00-05:00,48633,48617,48625
2026-01-02 19:50:00-05:00,48639,48624,48639
2026-01-02 19:51:00-05:00,48645,48630,48630
2026-01-02 19:52:00-05:00,48649,48631,48642
2026-01-02 19:53:00-05:00,48650,48629,48635
2026-01-02 19:54:00-05:00,48637,48629,48629
2026-01-02 19:55:00-05:00,48645,48618,48638
2026-01-02 19:56:00-05:00,48647,48633,48637
2026-01-02 19:57:00-05:00,48643,48634,48638
2026-01-02 19:58:00-05:00,48636,48620,48623
2026-01-02 19:59:00-05:00,48625,48610,48613
2026-01-02 20:00:00-05:00,48398,48395,48397
2026-01-02 20:01:00-05:00,48625,48595,48621
2026-01-02 20:02:00-05:00,48638,48621,48627
2026-01-02 20:03:00-05:00,48634,48624,48625
2026-01-02 20:04:00-05:00,48650,48625,48646
2026-01-02 20:05:00-05:00,48652,48633,48637
2026-01-02 20:06:00-05:00,48651,48635,48636
2026-01-02 20:07:00-05:00,48638,48626,48628
2026-01-02 20:08:00-05:00,48632,48617,48618
2026-01-02 20:09:00-05:00,48634,48620,48627
2026-01-02 20:10:00-05:00,48422,48413,48419
2026-01-02 20:11:00-05:00,48635,48623,48634
2026-01-02 20:12:00-05:00,48642,48633,48639
2026-01-02 20:13:00-05:00,48647,48633,48636
2026-01-02 20:14:00-05:00,48639,48621,48629
2026-01-02 20:15:00-05:00,48629,48606,48607
2026-01-02 20:16:00-05:00,48613,48599,48605
2026-01-02 20:17:00-05:00,48612,48600,48612
2026-01-02 20:18:00-05:00,48612,48602,48607
2026-01-02 20:19:00-05:00,48616,48604,48615
2026-01-02 20:20:00-05:00,48422,48420,48422
2026-01-02 20:21:00-05:00,48637,48623,48628
2026-01-02 20:22:00-05:00,48635,48617,48623
2026-01-02 20:23:00-05:00,48630,48617,48627
2026-01-02 20:24:00-05:00,48626,48610,48619
2026-01-02 20:25:00-05:00,48616,48604,48612
2026-01-02 20:26:00-05:00,48611,48592,48596
2026-01-02 20:27:00-05:00,48599,48584,48597
2026-01-02 20:28:00-05:00,48606,48593,48602
2026-01-02 20:29:00-05:00,48608,48601,48605
2026-01-02 20:30:00-05:00,48427,48422,48426
2026-01-02 20:31:00-05:00,48613,48592,48594
2026-01-02 20:32:00-05:00,48598,48584,48597
2026-01-02 20:33:00-05:00,48597,48584,48584
2026-01-02 20:34:00-05:00,48599,48582,48594
2026-01-02 20:35:00-05:00,48595,48585,48593
2026-01-02 20:36:00-05:00,48621,48587,48615
2026-01-02 20:37:00-05:00,48615,48603,48612
2026-01-02 20:38:00-05:00,48613,48603,48604
2026-01-02 20:39:00-05:00,48609,48596,48601
2026-01-02 20:40:00-05:00,48427,48424,48427
2026-01-02 20:41:00-05:00,48601,48589,48598
2026-01-02 20:42:00-05:00,48601,48590,48593
2026-01-02 20:43:00-05:00,48594,48585,48588
2026-01-02 20:44:00-05:00,48588,48577,48581
2026-01-02 20:45:00-05:00,48580,48562,48565
2026-01-02 20:46:00-05:00,48576,48560,48562
2026-01-02 20:47:00-05:00,48564,48551,48557
2026-01-02 20:48:00-05:00,48553,48525,48528
2026-01-02 20:49:00-05:00,48536,48522,48524
2026-01-02 20:50:00-05:00,48428,48426,48426
2026-01-02 20:51:00-05:00,48595,48531,48595
2026-01-02 20:52:00-05:00,48594,48577,48581
2026-01-02 20:53:00-05:00,48592,48578,48583
2026-01-02 20:54:00-05:00,48590,48575,48580
2026-01-02 20:55:00-05:00,48581,48558,48560
2026-01-02 20:56:00-05:00,48576,48551,48553
2026-01-02 20:57:00-05:00,48557,48544,48550
2026-01-02 20:58:00-05:00,48570,48549,48570
2026-01-02 20:59:00-05:00,48588,48563,48586
2026-01-02 21:00:00-05:00,48404,48402,48402
2026-01-02 21:01:00-05:00,48633,48611,48622
2026-01-02 21:02:00-05:00,48621,48613,48616
2026-01-02 21:03:00-05:00,48630,48617,48629
2026-01-02 21:04:00-05:00,48628,48619,48627
2026-01-02 21:05:00-05:00,48627,48613,48616
2026-01-02 21:06:00-05:00,48620,48613,48616
2026-01-02 21:07:00-05:00,48617,48613,48613
2026-01-02 21:08:00-05:00,48617,48613,48615
2026-01-02 21:09:00-05:00,48617,48613,48613
2026-01-02 21:10:00-05:00,48432,48429,48432
2026-01-02 21:11:00-05:00,48615,48610,48615
2026-01-02 21:12:00-05:00,48615,48603,48605
2026-01-02 21:13:00-05:00,48605,48594,48599
2026-01-02 21:14:00-05:00,48608,48597,48608
2026-01-02 21:15:00-05:00,48617,48607,48613
2026-01-02 21:16:00-05:00,48615,48608,48611
2026-01-02 21:17:00-05:00,48613,48608,48608
2026-01-02 21:18:00-05:00,48612,48607,48612
2026-01-02 21:19:00-05:00,48614,48609,48614
2026-01-02 21:20:00-05:00,48431,48428,48431
2026-01-02 21:21:00-05:00,48617,48615,48615
2026-01-02 21:22:00-05:00,48619,48617,48617
2026-01-02 21:23:00-05:00,48621,48619,48619
2026-01-02 21:24:00-05:00,48621,48618,48621
2026-01-02 21:25:00-05:00,48623,48620,48623
2026-01-02 21:26:00-05:00,48626,48621,48625
2026-01-02 21:27:00-05:00,48627,48624,48625
2026-01-02 21:28:00-05:00,48626,48621,48622
2026-01-02 21:29:00-05:00,48626,48623,48623
2026-01-02 21:30:00-05:00,48431,48429,48431
2026-01-02 21:31:00-05:00,48620,48616,48618
2026-01-02 21:32:00-05:00,48620,48614,48615
2026-01-02 21:33:00-05:00,48617,48613,48613
2026-01-02 21:34:00-05:00,48611,48608,48608
2026-01-02 21:35:00-05:00,48612,48608,48609
2026-01-02 21:36:00-05:00,48612,48608,48608
2026-01-02 21:37:00-05:00,48609,48603,48604
2026-01-02 21:38:00-05:00,48607,48601,48601
2026-01-02 21:39:00-05:00,48604,48601,48604
2026-01-02 21:40:00-05:00,48432,48430,48432
2026-01-02 21:41:00-05:00,48601,48599,48601
2026-01-02 21:42:00-05:00,48601,48597,48597
2026-01-02 21:43:00-05:00,48600,48597,48599
2026-01-02 21:44:00-05:00,48598,48597,48598
2026-01-02 21:45:00-05:00,48601,48598,48601
2026-01-02 21:46:00-05:00,48600,48597,48597
2026-01-02 21:47:00-05:00,48600,48597,48599
2026-01-02 21:48:00-05:00,48598,48596,48596
2026-01-02 21:49:00-05:00,48597,48593,48594
2026-01-02 21:50:00-05:00,48435,48433,48435
2026-01-02 21:51:00-05:00,48593,48587,48593
2026-01-02 21:52:00-05:00,48591,48590,48590
2026-01-02 21:53:00-05:00,48592,48585,48586
2026-01-02 21:54:00-05:00,48593,48587,48591
2026-01-02 21:55:00-05:00,48594,48593,48593
2026-01-02 21:56:00-05:00,48593,48590,48591
2026-01-02 21:57:00-05:00,48593,48592,48593
2026-01-02 21:58:00-05:00,48594,48592,48592
2026-01-02 21:59:00-05:00,48600,48593,48595
2026-01-02 22:00:00-05:00,48401,48399,48399
2026-01-02 22:10:00-05:00,48431,48430,48430
2026-01-02 22:20:00-05:00,48437,48431,48434
2026-01-02 22:30:00-05:00,48438,48435,48435
2026-01-02 22:40:00-05:00,48436,48433,48434
2026-01-02 22:50:00-05:00,48433,48432,48433
2026-01-02 23:00:00-05:00,48405,48399,48405
2026-01-02 23:10:00-05:00,48435,48430,48434
2026-01-02 23:20:00-05:00,48438,48433,48433
2026-01-02 23:30:00-05:00,48434,48432,48432
2026-01-02 23:40:00-05:00,48435,48432,48435
2026-01-02 23:50:00-05:00,48434,48434,48434
